"","Name","Sport","Sex","Team","n"
"6929","Miloslava Miskov (-amkov)","Gymnastics","F","Czechoslovakia",1
"6930","Miloushka Yasemin Smit","Water Polo","F","Netherlands",1
"6931","Milton Gray ""Milt"" Campbell","Athletics","M","United States",1
"6932","Milutin oki","Football","M","Yugoslavia",1
"6933","Min Hye-Suk","Handball","F","South Korea",1
"6934","Mindaugas Umaras","Cycling","M","Soviet Union",1
"6935","Minke Gertine Booij","Hockey","F","Netherlands",1
"6936","Minke Smabers (-Smeets)","Hockey","F","Netherlands",1
"6937","Mino De Rossi","Cycling","M","Italy",1
"6938","Mireia Belmonte Garca","Swimming","F","Spain",1
"6939","Miriam Welte","Cycling","F","Germany",1
"6940","Mirian Tsalkalamanidze","Wrestling","M","Soviet Union",1
"6941","Mirja Kyllikki Hietamies (-Etelp)","Cross Country Skiing","F","Finland",1
"6942","Mirjana Ognjenovi","Handball","F","Yugoslavia",1
"6943","Mirjana urica","Handball","F","Yugoslavia",1
"6944","Mirka Francia Vasconcelos","Volleyball","F","Cuba",1
"6945","Mirko Bai","Handball","M","Yugoslavia",1
"6946","Mirko Niovi","Canoeing","M","Yugoslavia",1
"6947","Mirko Sandi","Water Polo","M","Yugoslavia",1
"6948","Mirko Vievi","Water Polo","M","Yugoslavia",1
"6949","Mirko Vuillermin","Short Track Speed Skating","M","Italy",1
"6950","Mirosaw Rybaczewski","Volleyball","M","Poland",1
"6951","Miroslav Cerar","Gymnastics","M","Yugoslavia",2
"6952","Miroslav Koranda","Rowing","M","Czechoslovakia",1
"6953","Miroslav Poljak","Water Polo","M","Yugoslavia",1
"6954","Miroslav Pribani","Handball","M","Yugoslavia",1
"6955","Miroslav Varga","Shooting","M","Czechoslovakia",1
"6956","Miroslava ""Mirka"" Topinkov Knapkov","Rowing","F","Czech Republic",1
"6957","Miruts Yifter","Athletics","M","Ethiopia",2
"6958","Mirza Delibai","Basketball","M","Yugoslavia",1
"6959","Mirza Domba","Handball","M","Croatia",1
"6960","Mirza Nasir-ud-Din Masood","Hockey","M","India",1
"6961","Misaki Matsutomo","Badminton","F","Japan",1
"6962","Misha Jonas Emanuel Latuhihin","Volleyball","M","Netherlands",1
"6963","Mislav Bezmalinovi","Water Polo","M","Yugoslavia",1
"6964","Misty Dawn Marie Hyman","Swimming","F","United States",1
"6965","Misty Erie May-Treanor","Beach Volleyball","F","United States-1",3
"6966","Mitchell ""Mitch"" Ivey","Swimming","M","United States",1
"6967","Mitchell James ""Mitch"" Richmond, III","Basketball","M","United States",1
"6968","Mitchell Jay ""Mitch"" Gaylord","Gymnastics","M","United States",1
"6969","Mitchell William ""Mitch"" Kupchak","Basketball","M","United States",1
"6970","Mithat Bayrak","Wrestling","M","Turkey",2
"6971","Mitic Pricop","Canoeing","M","Romania",1
"6972","Mitsuo Ikeda","Wrestling","M","Japan",1
"6973","Mitsuo Tsukahara","Gymnastics","M","Japan",5
"6974","Mitsuru Sato","Wrestling","M","Japan",1
"6975","Mizuki Noguchi","Athletics","F","Japan",1
"6976","Mnatsakan Iskandaryan","Wrestling","M","Unified Team",1
"6977","Mo Ji-Su","Short Track Speed Skating","M","South Korea",1
"6978","Mo Tae-Beom","Speed Skating","M","South Korea",1
"6979","Mobi Patrick Oparaku","Football","M","Nigeria",1
"6980","Modestas Juozapas Paulauskas","Basketball","M","Soviet Union",1
"6981","Modeste M'Bami","Football","M","Cameroon",1
"6982","Mogens Frey Jensen (-Frey)","Cycling","M","Denmark",1
"6983","Mohamad Tlili ben Abdallah Gammoudi","Athletics","M","Tunisia",1
"6984","Mohamed Ahmed ""Anwar"" Mousbah","Weightlifting","M","Egypt",1
"6985","Mohamed Karim ""Moe"" Sbihi","Rowing","M","Great Britain",1
"6986","Mohamed Muktar Jama ""Mo"" Farah","Athletics","M","Great Britain",4
"6987","Mohammad Nassiri Seresht","Weightlifting","M","Iran",1
"6988","Mohan Magan Patel","Hockey","M","New Zealand",1
"6989","Mohinder Lal","Hockey","M","India",1
"6990","Mokgadi Caster Semenya","Athletics","F","South Africa",1
"6991","Molly Ray Botkin (-Rossiter, -Trees)","Swimming","F","United States",1
"6992","Momir Petkovi","Wrestling","M","Yugoslavia",1
"6993","Momir Rni","Handball","M","Yugoslavia",1
"6994","Monica Knudsen","Football","F","Norway",1
"6995","Monica Puig Marchn","Tennis","F","Puerto Rico",1
"6996","Monica Rou","Gymnastics","F","Romania",2
"6997","Monica Theodorescu","Equestrianism","F","Germany",2
"6998","Monica Theodorescu","Equestrianism","F","West Germany",1
"6999","Monika Gawenus-Holzner-Pflug","Speed Skating","F","West Germany",1
"7000","Monika Kallies (-Leschhorn)","Rowing","F","East Germany",1
"7001","Monika Zehrt (-Landgraf)","Athletics","F","East Germany",2
"7002","Monique Hennagan","Athletics","F","United States",2
"7003","Monique Knol","Cycling","F","Netherlands",1
"7004","Monique Marie Henderson","Athletics","F","United States",2
"7005","Montagu Henry Toller","Cricket","M","Devon and Somerset Wanderers",1
"7006","Moritz Frste","Hockey","M","Germany",2
"7007","Morolake Akinosun","Athletics","F","United States",1
"7008","Morris ""Bud"" Fisher","Shooting","M","United States",5
"7009","Morris Marshall Kirksey","Athletics","M","United States",1
"7010","Morris Marshall Kirksey","Rugby","M","United States",1
"7011","Morten Jrgensen","Rowing","M","Denmark",1
"7012","Morten Olsen","Handball","M","Denmark",1
"7013","Motiullah Khan","Hockey","M","Pakistan",1
"7014","Motoko Fujimoto","Softball","F","Japan",1
"7015","Moulay Brahim Boutayeb","Athletics","M","Morocco",1
"7016","Mouritius Prosper ""Maurice"" Peeters","Cycling","M","Netherlands",1
"7017","Moushaumi Robinson","Athletics","F","United States",1
"7018","Mria Littomeritzky (-Bognr)","Swimming","F","Hungary",1
"7019","Mriam Guadalupe Blasco Soto","Judo","F","Spain",1
"7020","Mris trombergs","Cycling","M","Latvia",2
"7021","Mrton Homonnai (Hlavacsek-)","Water Polo","M","Hungary",2
"7022","Mrton Lrincz","Wrestling","M","Hungary",1
"7023","Muhammad Asad Malik","Hockey","M","Pakistan",1
"7024","Muhammad Ashfaq Ahmed","Hockey","M","Pakistan",1
"7025","Muhammad Shahid","Hockey","M","India",1
"7026","Mukhammad Kadyr Abdullayev","Boxing","M","Uzbekistan",1
"7027","Mukharby Nurbiyevich Kirzhinov","Weightlifting","M","Soviet Union",1
"7028","Mun Dae-Seong","Taekwondo","M","South Korea",1
"7029","Mun Hyang-Ja","Handball","F","South Korea",1
"7030","Muniswamy Rajagopal","Hockey","M","India",1
"7031","Munji Munemura","Wrestling","M","Japan",1
"7032","Murad Mustafayevich Umakhanov","Wrestling","M","Russia",1
"7033","Murat Nausbiyevich Kardanov","Wrestling","M","Russia",1
"7034","Murray Albert Dowey","Ice Hockey","M","Canada",1
"7035","Murray Garretty","Swimming","M","Australia",1
"7036","Murray Gordon Halberg","Athletics","M","New Zealand",1
"7037","Murray Stewart","Canoeing","M","Australia",1
"7038","Mushtaq Ahmed","Hockey","M","Pakistan",2
"7039","Mustafa Dastanl","Wrestling","M","Turkey",2
"7040","Mykhailo Oleksiyovych Ishchenko","Handball","M","Soviet Union",1
"7041","Mykola Fedorovych Chuzhykov","Canoeing","M","Soviet Union",1
"7042","Mykola Mykolaiovych Milchev","Shooting","M","Ukraine",1
"7043","Mykola Mykolaiovych Tomin","Handball","M","Soviet Union",1
"7044","Mykola Viktorovych Avilov","Athletics","M","Soviet Union",1
"7045","Myriam Bdard","Biathlon","F","Canada",2
"7046","Myrtle Alice Cook (-McGowan)","Athletics","F","Canada",1
"7047","Mzahir Sille","Wrestling","M","Turkey",1
"7048","Nabiba Naftali Temu","Athletics","M","Kenya",1
"7049","Nadezhda Aleksandrovna Shuvayeva-Olkhova (-Baranova)","Basketball","F","Soviet Union",2
"7050","Nadezhda Aleksandrovna Talanova","Biathlon","F","Russia",1
"7051","Nadezhda Borisovna Radzevich (Zezyulya-)","Volleyball","F","Soviet Union",1
"7052","Nadezhda Dmitriyevna Zakharova","Basketball","F","Soviet Union",1
"7053","Nadezhda Vladimirovna Chizhova","Athletics","F","Soviet Union",1
"7054","Nadia Anita Louise Nall (-Richesson)","Swimming","F","United States",1
"7055","Nadia Elena Comneci (-Conner)","Gymnastics","F","Romania",5
"7056","Nadine Capellmann (-Biffar-)","Equestrianism","F","Elvis Va",1
"7057","Nadine Capellmann (-Biffar-)","Equestrianism","F","Germany",1
"7058","Nadine Ernsting-Krienke","Hockey","F","Germany",1
"7059","Nadiya Fedorivna Olizarenko (Mushta-)","Athletics","F","Soviet Union",1
"7060","Nadiya Volodymyrivna Tkachenko (-Sapronova)","Athletics","F","Soviet Union",1
"7061","Naeem Akhtar","Hockey","M","Pakistan",1
"7062","Nafissatou ""Nafi"" Thiam","Athletics","F","Belgium",1
"7063","Nagore Gabellanes Marieta","Hockey","F","Spain",1
"7064","Naho Emoto","Softball","F","Japan",1
"7065","Naidangiin Tvshinbayar","Judo","M","Mongolia",1
"7066","Nailya Fayzrakhmanovna Gilyazova","Fencing","F","Soviet Union",1
"7067","Naim Sleymanolu","Weightlifting","M","Turkey",3
"7068","Nalbert Tavares Bitencourt","Volleyball","M","Brazil",1
"7069","Nam Eun-Yeong","Handball","F","South Korea",1
"7070","Namiq Yadulla Abdullayev","Wrestling","M","Azerbaijan",1
"7071","Nancy Catherine Greene (-Raine)","Alpine Skiing","F","Canada",1
"7072","Nancy Jebet Langat","Athletics","F","Kenya",1
"7073","Nancy Lynn Hogshead (-Makar)","Swimming","F","United States",3
"7074","Nancy Lynn Napolski-Johnson","Shooting","F","United States",1
"7075","Naoko Takahashi","Athletics","F","Japan",1
"7076","Naomi Frances van As","Hockey","F","Netherlands",2
"7077","Naomi Sandra Castle","Water Polo","F","Australia",1
"7078","Naoto Tajima","Athletics","M","Japan",1
"7079","Naoya Tsukahara","Gymnastics","M","Japan",1
"7080","Narbu Sherpa","Alpinism","M","India",1
"7081","Nasir Ali","Hockey","M","Pakistan",1
"7082","Nastasia Nichitov-Ionescu","Canoeing","F","Romania",1
"7083","Nasuh Akar","Wrestling","M","Turkey",1
"7084","Natalia Dorado Gmez","Hockey","F","Spain",1
"7085","Natalia Madaj","Rowing","F","Poland",1
"7086","Natalie Anne Coughlin (-Hall)","Swimming","F","United States",3
"7087","Natalie Geisenberger","Luge","F","Germany",2
"7088","Natalie Jean Williams","Basketball","F","United States",1
"7089","Natalie Louise Cook","Beach Volleyball","F","Australia-1",1
"7090","Natalie Marie Spooner","Ice Hockey","F","Canada",1
"7091","Nataliya Aleksandrovna Kuchinskaya (-Kotlyar)","Gymnastics","F","Soviet Union",2
"7092","Nataliya Aleksandrovna Lavrova","Rhythmic Gymnastics","F","Russia",2
"7093","Nataliya Alekseyevna Kudreva","Volleyball","F","Soviet Union",1
"7094","Nataliya Anatolivna Skakun","Weightlifting","F","Ukraine",1
"7095","Nataliya Anatolyevna Petrusyova (-Komarova)","Speed Skating","F","Soviet Union",1
"7096","Nataliya Anatolyevna Snytina (-Medvedtseva)","Biathlon","F","Russia",1
"7097","Nataliya Borisovna Zasulskaya","Basketball","F","Unified Team",1
"7098","Nataliya Filimonovna Bestemyanova (-Bobrina)","Figure Skating","F","Soviet Union-1",1
"7099","Nataliya Henrykhivna Klymova (Nazemblo-)","Basketball","F","Soviet Union",1
"7100","Nataliya Ivanovna Baranova (Masolkina-)","Cross Country Skiing","F","Russia",1
"7101","Nataliya Ivanovna Sadova (Kaptyukh-)","Athletics","F","Russia",1
"7102","Nataliya Leonidivna Sherstiuk-Tymoshkina","Handball","F","Soviet Union",2
"7103","Nataliya Nikolayevna Antyukh","Athletics","F","Russia",1
"7104","Nataliya Nikolayevna Razumova (-Starshova)","Volleyball","F","Soviet Union",1
"7105","Nataliya Sergeyevna Ishchenko","Synchronized Swimming","F","Russia",5
"7106","Nataliya Venediktovna Lisovskaya (-Sedykh)","Athletics","F","Soviet Union",1
"7107","Nataliya Viktorivna Dovhodko","Rowing","F","Ukraine",1
"7108","Nataliya Vitalyevna Shaposhnikova (-Sut)","Gymnastics","F","Soviet Union",2
"7109","Nataliya Vitalyevna Vorobyova","Wrestling","F","Russia",1
"7110","Nataliya Vladimirovna Linichuk (-Karponosova)","Figure Skating","F","Soviet Union-1",1
"7111","Nataliya Vladimirovna Zuyeva","Rhythmic Gymnastics","F","Russia",1
"7112","Nataliya Volodymyrivna Dobrynska","Athletics","F","Ukraine",1
"7113","Nataliya Yevgenyevna Mishkutyonok (-Shepherd, -Hainline)","Figure Skating","F","Unified Team-1",1
"7114","Natasa Douchev-Janics","Canoeing","F","Hungary",3
"7115","Natascha Keller","Hockey","F","Germany",1
"7116","Natasha Kanani Janine ""Tasha"" Kai","Football","F","United States",1
"7117","Natasha Monique Hastings","Athletics","F","United States",2
"7118","Natasha Watley","Softball","F","United States",1
"7119","Nathalie Brigitte Lambert","Short Track Speed Skating","F","Canada",1
"7120","Nathalie Even-Lancien","Cycling","F","France",1
"7121","Nathalie Schneyder (-Bartleson)","Synchronized Swimming","F","United States",1
"7122","Nathan Cohen","Rowing","M","New Zealand",1
"7123","Nathan Eugene ""Nate"" Brooks","Boxing","M","United States",1
"7124","Nathan Ghar-Jun Adrian","Swimming","M","United States",5
"7125","Nathan James Wilmot","Sailing","M","Australia",1
"7126","Nathan John Eglington","Hockey","M","Australia",1
"7127","Nathan Outteridge","Sailing","M","Australia",1
"7128","Nathaniel Ford Moore, III","Golf","M","Western Golf Association-1",1
"7129","Nathaniel John ""Nate"" Cartmell","Athletics","M","United States",1
"7130","Natlia Zlio Pereira","Volleyball","F","Brazil",1
"7131","Natlija Laonova (-Kravchenko)","Gymnastics","F","Soviet Union",1
"7132","Nawal El-Moutawakel (-Bennis)","Athletics","F","Morocco",1
"7133","Nazim Galib-ogly Hseynov","Judo","M","Unified Team",1
"7134","Nazyr Yunuzovich Mankiyev","Wrestling","M","Russia",1
"7135","Nduka Awazie","Athletics","M","Nigeria",1
"7136","Neal LaMoy Broten","Ice Hockey","M","United States",1
"7137","Neale John Lavis","Equestrianism","M","Australia",1
"7138","Neboja Popovi","Handball","M","Yugoslavia",1
"7139","Neculai aga","Rowing","M","Romania",1
"7140","Nedo Nadi","Fencing","M","Italy",6
"7141","Neil Brooks","Swimming","M","Australia",1
"7142","Neil Scott Walker","Swimming","M","United States",2
"7143","Nelli Vasilyevna Feryabnikova (Bilmayer-)","Basketball","F","Soviet Union",2
"7144","Nellya Vladimirovna ""Nelli"" Kim (-Achasov)","Gymnastics","F","Soviet Union",5
"7145","Nelson vora","Athletics","M","Portugal",1
"7146","Nelson W. Diebel","Swimming","M","United States",2
"7147","Nenad Kljai","Handball","M","Croatia",1
"7148","Nesta Carter","Athletics","M","Jamaica",1
"7149","Neymar da Silva Santos Jnior","Football","M","Brazil",1
"7150","ngel Fabin Di Mara Hernndez","Football","M","Argentina",1
"7151","ngel Pedro Victorio ""Vctor"" Avendao","Boxing","M","Argentina",1
"7152","ngel Volodia Matos Fuentes","Taekwondo","M","Cuba",1
"7153","Niccol Campriani","Shooting","M","Italy",3
"7154","Nicholas Brewer ""Nick"" Thoman","Swimming","M","United States",1
"7155","Nicholas David ""Nick"" Green","Rowing","M","Australia",2
"7156","Nicholas David ""Nick"" Skelton","Equestrianism","M","Great Britain",2
"7157","Nick E. Hysong","Athletics","M","United States",1
"7158","Nickel Ashmeade","Athletics","M","Jamaica",1
"7159","Nicklas Erik Lidstrm","Ice Hockey","M","Sweden",1
"7160","Nicol ""Nico"" Rode","Sailing","M","Merope",1
"7161","Nicol Vittori","Rowing","M","Italy",1
"7162","Nicola Spirig Hug","Triathlon","F","Switzerland",1
"7163","Nicola Thost","Snowboarding","F","Germany",1
"7164","Nicola Virginia Adams","Boxing","F","Great Britain",2
"7165","Nicola White","Hockey","F","Great Britain",1
"7166","Nicolaas Hessel ""Nico"" Rienks","Rowing","M","Netherlands",2
"7167","Nicolae ""Nicu"" Vlad","Weightlifting","M","Romania",1
"7168","Nicolae Juravschi","Canoeing","M","Soviet Union",2
"7169","Nicolae Linca","Boxing","M","Romania",1
"7170","Nicolae Martinescu","Wrestling","M","Romania",1
"7171","Nicolas Achille Paroche","Shooting","M","France",1
"7172","Nicolas Alnoudji","Football","M","Cameroon",1
"7173","Nicolas Hnard","Sailing","M","France",2
"7174","Nicolas Jean Denis Touzaint","Equestrianism","M","France",1
"7175","Nicolas Pierre Lopez","Fencing","M","France",1
"7176","Nicole ""Nikki"" Stone","Freestyle Skiing","F","United States",1
"7177","Nicole Denise Cooke","Cycling","F","Great Britain",1
"7178","Nicole Elaine ""Nikki"" Hudson (Mott-)","Hockey","F","Australia",1
"7179","Nicole Elise Beck","Rugby Sevens","F","Australia",1
"7180","Nicole Lee Haislett (-Bacher)","Swimming","F","United States",3
"7181","Nicole Reinhardt","Canoeing","F","Germany",1
"7182","Nicole Uphoff-Becker (-Selke)","Equestrianism","F","Germany",2
"7183","Nicole Uphoff-Becker (-Selke)","Equestrianism","F","West Germany",2
"7184","Nicoleta Daniela ""Dana"" ofronie","Gymnastics","F","Romania",1
"7185","Nicols Alejandro Mass Fried","Tennis","M","Chile",2
"7186","Nicols Andrs Burdisso","Football","M","Argentina",1
"7187","Nicols Martn Pareja","Football","M","Argentina",1
"7188","Nicols Rubn Medina","Football","M","Argentina",1
"7189","Nidzhat Aliyevich Rakhimov","Weightlifting","M","Kazakhstan",1
"7190","Niels Christian Congo Turin-Nielsen","Gymnastics","M","Denmark",1
"7191","Niels Christian Fredborg","Cycling","M","Denmark",1
"7192","Niels Christian Oscar Nielsen (-Nrland)","Football","M","Denmark",1
"7193","Niels Hansen Ditlev Larsen","Shooting","M","Denmark",1
"7194","Niels Henning van Steenis","Rowing","M","Netherlands",1
"7195","Niels Laulund Henriksen","Rowing","M","Denmark",1
"7196","Nika Dobud","Water Polo","M","Croatia",1
"7197","Nika Kaleb","Handball","M","Croatia",1
"7198","Nikita Gennadyevich Katsalapov","Figure Skating","M","Russia",1
"7199","Nikita Pogosovich Simonyan","Football","M","Soviet Union",1
"7200","Nikita Valeryevich Kryukov","Cross Country Skiing","M","Russia",1
"7201","Nikki Kensengane McCray","Basketball","F","United States",2
"7202","Niklas Landin Jacobsen","Handball","M","Denmark",1
